"Lon" "Lat" "ATbiome"
69.5 50.5 3
7.5 11.5 6
129.5 -17.5 6
65.5 59.5 3
110.5 1.5 1
-47.5 -19.5 1
44.5 2.5 6
106.5 30.5 5
13.5 66.5 3
123.5 9.5 1
23.5 -16.5 4
34.5 58.5 2
137.5 -17.5 6
48.5 25.5 6
-63.5 -17.5 1
76.5 18.5 4
62.5 26.5 6
25.5 50.5 4
35.5 58.5 2
-115.5 58.5 3
-71.5 -37.5 2
124.5 48.5 3
48.5 -20.5 1
16.5 -18.5 6
138.5 -1.5 1
82.5 43.5 6
-65.5 -17.5 2
84.5 47.5 3
-69.5 -39.5 4
134.5 -2.5 1
-63.5 -37.5 4
117.5 46.5 6
27.5 -5.5 1
18.5 -4.5 1
100.5 35.5 3
38.5 25.5 6
115.5 -29.5 4
114.5 47.5 6
58.5 56.5 3
-1.5 13.5 6
137.5 48.5 3
142.5 50.5 3
-8.5 40.5 5
-71.5 -4.5 1
40.5 5.5 4
-112.5 59.5 3
-54.5 -27.5 2
130.5 -14.5 4
-123.5 46.5 2
112.5 38.5 4
-54.5 -1.5 1
-99.5 20.5 4
-52.5 -1.5 1
94.5 58.5 3
27.5 30.5 6
125.5 51.5 3
-42.5 -18.5 1
5.5 12.5 6
52.5 65.5 3
-101.5 32.5 6
103.5 11.5 1
67.5 31.5 5
-83.5 39.5 2
83.5 46.5 3
127.5 44.5 3
-87.5 21.5 1
55.5 65.5 3
10.5 -0.5 1
44.5 -22.5 6
75.5 59.5 3
16.5 -17.5 6
-159.5 59.5 7
140.5 -36.5 4
88.5 55.5 3
24.5 66.5 3
-77.5 21.5 1
105.5 19.5 1
50.5 15.5 6
151.5 -30.5 4
74.5 50.5 3
40.5 39.5 5
110.5 51.5 3
122.5 49.5 3
31.5 47.5 4
29.5 59.5 2
130.5 -17.5 6
18.5 48.5 2
14.5 32.5 5
81.5 61.5 3
14.5 0.5 1
71.5 32.5 5
-88.5 54.5 3
10.5 49.5 2
-156.5 62.5 3
-67.5 -25.5 6
65.5 46.5 5
-71.5 7.5 1
-64.5 -8.5 1
10.5 31.5 6
-92.5 50.5 3
31.5 -20.5 6
150.5 -31.5 4
130.5 -21.5 5
-10.5 28.5 6
-159.5 60.5 7
-88.5 15.5 1
25.5 56.5 2
-63.5 46.5 2
145.5 -4.5 1
79.5 25.5 4
-63.5 -13.5 1
54.5 56.5 3
108.5 47.5 6
21.5 -11.5 1
14.5 -17.5 6
-48.5 -13.5 4
101.5 6.5 1
37.5 9.5 1
-45.5 -16.5 4
129.5 -21.5 5
28.5 -11.5 1
64.5 47.5 5
30.5 -19.5 4
21.5 -3.5 1
1.5 7.5 1
-107.5 56.5 3
-11.5 18.5 6
-64.5 -7.5 1
-107.5 43.5 3
-54.5 -16.5 1
-100.5 35.5 4
57.5 57.5 3
-50.5 -13.5 1
-102.5 47.5 3
-61.5 -0.5 1
35.5 31.5 6
14.5 41.5 4
-52.5 4.5 1
168.5 -45.5 3
48.5 35.5 3
-95.5 38.5 4
110.5 53.5 3
-65.5 -13.5 1
35.5 -8.5 1
-4.5 57.5 3
-39.5 -10.5 6
27.5 15.5 6
-102.5 34.5 6
15.5 7.5 1
-61.5 4.5 1
120.5 48.5 3
38.5 63.5 3
41.5 20.5 6
-60.5 46.5 2
-58.5 -28.5 2
24.5 46.5 2
84.5 52.5 3
-66.5 -4.5 1
125.5 48.5 3
-57.5 49.5 3
112.5 26.5 5
37.5 28.5 6
12.5 44.5 4
27.5 51.5 2
-104.5 22.5 4
43.5 58.5 3
-90.5 19.5 4
-62.5 8.5 1
44.5 5.5 6
30.5 54.5 2
-95.5 46.5 3
-70.5 -11.5 1
50.5 60.5 3
28.5 30.5 6
57.5 55.5 3
115.5 39.5 4
-110.5 38.5 6
102.5 16.5 1
-111.5 26.5 6
-50.5 -14.5 1
-38.5 -12.5 1
74.5 19.5 4
44.5 13.5 6
16.5 -3.5 1
53.5 65.5 3
-101.5 46.5 3
-76.5 39.5 2
83.5 47.5 3
42.5 0.5 4
20.5 49.5 2
-47.5 -9.5 4
117.5 33.5 5
151.5 -25.5 4
-80.5 39.5 2
-60.5 -7.5 1
134.5 45.5 3
32.5 -27.5 1
20.5 15.5 6
4.5 36.5 4
-58.5 -19.5 1
115.5 27.5 5
10.5 54.5 2
-73.5 9.5 1
18.5 -24.5 5
19.5 -18.5 6
146.5 -26.5 6
32.5 -23.5 6
82.5 56.5 3
-46.5 -6.5 1
-59.5 -19.5 1
-8.5 6.5 1
93.5 26.5 1
142.5 -13.5 4
21.5 48.5 2
-15.5 16.5 6
36.5 63.5 3
-44.5 -2.5 1
-124.5 56.5 3
115.5 52.5 3
120.5 27.5 2
17.5 45.5 2
119.5 -32.5 4
147.5 -6.5 1
22.5 53.5 2
21.5 -14.5 4
60.5 48.5 3
-91.5 50.5 3
-58.5 -14.5 1
-84.5 10.5 1
103.5 36.5 3
-70.5 -1.5 1
127.5 38.5 2
-85.5 10.5 1
-56.5 50.5 3
107.5 35.5 4
14.5 -4.5 1
35.5 55.5 2
79.5 28.5 4
143.5 -19.5 6
33.5 16.5 6
-61.5 -17.5 1
-7.5 9.5 1
47.5 -19.5 2
26.5 8.5 1
-104.5 44.5 2
-56.5 -2.5 1
104.5 13.5 1
36.5 0.5 4
36.5 11.5 1
78.5 49.5 3
112.5 51.5 3
-2.5 33.5 6
139.5 54.5 3
83.5 24.5 4
17.5 -16.5 4
-54.5 0.5 1
-118.5 43.5 3
-122.5 62.5 3
20.5 -31.5 6
130.5 -1.5 1
3.5 47.5 2
-53.5 -7.5 1
-102.5 38.5 3
25.5 11.5 6
20.5 -21.5 5
43.5 36.5 6
-42.5 -22.5 1
87.5 57.5 3
38.5 -0.5 4
-5.5 33.5 4
30.5 11.5 4
-65.5 -24.5 4
18.5 -32.5 4
116.5 37.5 4
67.5 38.5 4
32.5 41.5 2
129.5 -19.5 6
78.5 29.5 4
73.5 57.5 3
-121.5 39.5 4
143.5 -4.5 1
72.5 58.5 3
-65.5 -3.5 1
28.5 0.5 1
117.5 34.5 5
26.5 -13.5 4
78.5 25.5 4
69.5 47.5 3
-10.5 13.5 6
144.5 -37.5 4
-40.5 -3.5 4
14.5 -1.5 1
-101.5 29.5 4
30.5 -15.5 6
19.5 47.5 2
66.5 51.5 3
10.5 14.5 6
-58.5 -9.5 1
2.5 36.5 4
-101.5 24.5 6
141.5 -3.5 1
24.5 -10.5 1
8.5 36.5 5
-53.5 -28.5 2
-71.5 -35.5 4
50.5 55.5 3
56.5 52.5 3
-101.5 41.5 4
24.5 -18.5 6
75.5 26.5 6
134.5 -20.5 6
-49.5 -21.5 1
116.5 -28.5 8
80.5 61.5 3
77.5 19.5 4
65.5 63.5 3
135.5 -32.5 6
-79.5 -1.5 1
15.5 -3.5 1
50.5 30.5 6
72.5 29.5 6
-81.5 43.5 4
-73.5 -45.5 3
-68.5 -47.5 4
45.5 7.5 6
-43.5 -10.5 4
-68.5 18.5 1
13.5 63.5 3
48.5 -15.5 1
-11.5 7.5 1
74.5 27.5 5
17.5 -8.5 1
82.5 26.5 4
113.5 51.5 3
-104.5 31.5 6
-72.5 41.5 2
-65.5 -40.5 6
15.5 68.5 7
-74.5 -1.5 1
112.5 30.5 5
-115.5 53.5 3
32.5 -22.5 6
-100.5 27.5 4
116.5 1.5 1
47.5 65.5 3
-77.5 42.5 2
-7.5 32.5 5
-113.5 46.5 3
64.5 32.5 6
145.5 -5.5 1
105.5 51.5 3
-62.5 -7.5 1
144.5 -4.5 1
18.5 -22.5 5
-7.5 40.5 5
-99.5 25.5 4
54.5 64.5 3
27.5 50.5 2
3.5 16.5 5
-67.5 8.5 4
56.5 64.5 3
-96.5 29.5 4
-46.5 -23.5 1
-46.5 -10.5 4
21.5 50.5 2
-56.5 49.5 3
-99.5 31.5 4
26.5 11.5 6
33.5 -23.5 4
127.5 36.5 2
-13.5 19.5 6
32.5 1.5 1
11.5 10.5 4
74.5 15.5 1
74.5 30.5 5
-85.5 36.5 2
-95.5 53.5 3
139.5 -17.5 4
106.5 37.5 6
26.5 15.5 6
-85.5 49.5 3
-94.5 17.5 1
-121.5 55.5 3
-50.5 -2.5 1
-98.5 43.5 4
67.5 43.5 4
142.5 -4.5 1
103.5 14.5 1
34.5 -0.5 1
96.5 23.5 1
-0.5 14.5 6
-82.5 33.5 2
-39.5 -9.5 6
35.5 12.5 4
6.5 8.5 4
34.5 61.5 3
-64.5 -18.5 4
39.5 37.5 6
35.5 -22.5 4
76.5 42.5 3
29.5 63.5 3
114.5 -23.5 6
16.5 3.5 1
-69.5 -45.5 4
-74.5 9.5 1
-98.5 26.5 4
120.5 -2.5 1
20.5 -4.5 1
-5.5 37.5 4
43.5 9.5 6
-72.5 -15.5 6
75.5 40.5 6
-136.5 63.5 3
133.5 50.5 3
24.5 -29.5 6
-98.5 54.5 3
-49.5 -0.5 1
130.5 50.5 3
-116.5 32.5 6
102.5 53.5 3
-148.5 61.5 7
-102.5 45.5 4
-89.5 32.5 2
131.5 54.5 3
27.5 57.5 2
152.5 -27.5 4
-11.5 16.5 5
41.5 64.5 3
5.5 32.5 6
-51.5 -3.5 1
52.5 59.5 3
23.5 47.5 2
57.5 45.5 6
34.5 -1.5 1
-94.5 39.5 4
-106.5 30.5 6
-7.5 29.5 6
-60.5 -1.5 1
6.5 49.5 2
-41.5 -5.5 4
45.5 39.5 4
97.5 39.5 6
-92.5 31.5 2
15.5 -6.5 1
-116.5 61.5 3
38.5 35.5 6
43.5 52.5 4
21.5 13.5 6
124.5 52.5 3
111.5 24.5 5
-82.5 41.5 2
50.5 51.5 3
28.5 -29.5 4
-11.5 14.5 6
31.5 -27.5 4
-81.5 30.5 2
-98.5 40.5 4
26.5 47.5 2
106.5 47.5 6
-58.5 -2.5 1
-5.5 9.5 1
45.5 -24.5 1
50.5 48.5 4
118.5 45.5 6
31.5 38.5 4
-70.5 -4.5 1
37.5 10.5 4
54.5 27.5 6
80.5 23.5 4
-74.5 48.5 3
133.5 -23.5 6
47.5 36.5 3
48.5 -17.5 1
-11.5 9.5 1
-63.5 6.5 1
24.5 4.5 1
70.5 28.5 6
-93.5 33.5 2
-72.5 49.5 3
152.5 -28.5 5
-55.5 -27.5 2
37.5 62.5 3
8.5 58.5 3
30.5 -23.5 4
-95.5 49.5 3
105.5 -3.5 1
-91.5 40.5 4
65.5 60.5 3
56.5 65.5 3
72.5 52.5 3
18.5 60.5 2
54.5 63.5 3
71.5 52.5 3
15.5 29.5 6
-47.5 -18.5 1
41.5 65.5 3
91.5 28.5 3
31.5 9.5 4
-67.5 -1.5 1
-3.5 58.5 2
-104.5 29.5 6
114.5 28.5 5
19.5 -4.5 1
26.5 -20.5 6
29.5 4.5 1
70.5 62.5 3
-77.5 43.5 2
-92.5 18.5 1
15.5 32.5 6
24.5 5.5 1
110.5 35.5 4
-62.5 -10.5 1
-119.5 51.5 3
21.5 -20.5 6
52.5 54.5 3
-62.5 -21.5 1
118.5 -29.5 6
58.5 62.5 3
143.5 51.5 3
0.5 35.5 6
138.5 -35.5 4
147.5 -28.5 6
-112.5 57.5 3
-121.5 50.5 3
37.5 27.5 6
42.5 33.5 6
-111.5 41.5 3
30.5 59.5 2
115.5 23.5 5
26.5 65.5 3
-104.5 21.5 6
122.5 37.5 4
-65.5 -4.5 1
-42.5 -10.5 6
-13.5 20.5 6
-86.5 49.5 3
-58.5 -26.5 4
-100.5 37.5 4
-78.5 -5.5 1
48.5 27.5 6
129.5 45.5 3
75.5 46.5 5
-62.5 -6.5 1
128.5 48.5 3
15.5 11.5 6
143.5 -5.5 1
128.5 42.5 3
-116.5 46.5 5
8.5 7.5 1
17.5 -7.5 1
109.5 29.5 2
119.5 36.5 4
33.5 -14.5 4
1.5 35.5 6
-8.5 9.5 1
-72.5 -3.5 1
-116.5 43.5 3
107.5 29.5 2
19.5 -33.5 4
15.5 -17.5 6
-102.5 52.5 3
14.5 -18.5 5
137.5 -32.5 6
-4.5 37.5 4
-52.5 -18.5 1
13.5 -0.5 1
126.5 38.5 2
11.5 63.5 3
-95.5 35.5 4
11.5 64.5 3
-63.5 -27.5 4
41.5 8.5 4
65.5 47.5 5
112.5 25.5 5
78.5 54.5 3
9.5 49.5 2
23.5 -18.5 6
144.5 -6.5 1
-115.5 31.5 6
77.5 14.5 4
-40.5 -9.5 4
70.5 25.5 5
116.5 35.5 4
19.5 -21.5 5
71.5 61.5 3
-57.5 -24.5 1
21.5 12.5 4
-69.5 8.5 1
-101.5 53.5 3
-102.5 32.5 6
-82.5 49.5 3
76.5 52.5 3
-82.5 53.5 3
-76.5 43.5 2
120.5 37.5 4
-4.5 33.5 4
82.5 45.5 6
45.5 44.5 4
-103.5 45.5 4
120.5 -30.5 6
1.5 10.5 4
-66.5 -35.5 4
-52.5 -31.5 2
-63.5 -8.5 1
-71.5 43.5 2
-112.5 33.5 6
107.5 56.5 3
33.5 -24.5 4
108.5 27.5 2
90.5 23.5 1
-56.5 -10.5 1
-64.5 -2.5 1
75.5 32.5 4
31.5 -16.5 6
28.5 37.5 4
25.5 65.5 3
-106.5 26.5 5
40.5 65.5 3
109.5 19.5 1
23.5 44.5 4
72.5 32.5 4
-14.5 14.5 6
53.5 63.5 3
-60.5 -23.5 1
82.5 19.5 4
160.5 -9.5 1
25.5 14.5 6
100.5 56.5 3
28.5 -27.5 4
-4.5 10.5 4
19.5 48.5 2
-111.5 48.5 3
41.5 39.5 4
-82.5 52.5 3
110.5 34.5 2
30.5 50.5 2
48.5 47.5 4
99.5 57.5 3
108.5 39.5 6
40.5 49.5 4
93.5 59.5 3
-76.5 -1.5 1
-49.5 -9.5 1
-12.5 17.5 6
-9.5 13.5 6
-67.5 45.5 2
-126.5 56.5 3
73.5 43.5 4
-86.5 53.5 3
119.5 35.5 4
-63.5 -23.5 4
-8.5 8.5 1
-73.5 52.5 3
-107.5 34.5 4
-98.5 38.5 4
27.5 -29.5 4
19.5 51.5 2
51.5 51.5 3
98.5 57.5 3
77.5 28.5 4
28.5 3.5 1
21.5 15.5 5
-112.5 38.5 3
134.5 -19.5 6
20.5 -33.5 6
-70.5 -41.5 2
-115.5 52.5 3
55.5 44.5 6
-100.5 32.5 6
-125.5 54.5 3
-11.5 10.5 1
118.5 -33.5 4
54.5 54.5 3
38.5 51.5 2
-41.5 -17.5 1
131.5 -13.5 4
-77.5 7.5 1
68.5 30.5 6
71.5 21.5 4
19.5 -1.5 1
32.5 -18.5 4
-57.5 -29.5 2
174.5 -41.5 2
-56.5 5.5 1
28.5 4.5 1
-69.5 -2.5 1
-63.5 -0.5 1
46.5 35.5 3
-72.5 -1.5 1
111.5 34.5 2
-120.5 35.5 6
64.5 27.5 6
103.5 17.5 1
128.5 36.5 2
116.5 48.5 6
-72.5 0.5 1
133.5 -21.5 5
141.5 -21.5 6
109.5 34.5 5
17.5 50.5 2
85.5 45.5 6
-54.5 -24.5 1
4.5 51.5 2
63.5 33.5 5
127.5 -15.5 4
116.5 -32.5 5
119.5 51.5 3
24.5 43.5 4
-81.5 27.5 1
91.5 53.5 3
-48.5 -20.5 1
11.5 32.5 6
-50.5 -10.5 1
-0.5 44.5 2
72.5 28.5 6
13.5 -13.5 4
45.5 61.5 3
-53.5 -29.5 2
83.5 41.5 6
158.5 52.5 5
11.5 1.5 1
30.5 65.5 3
-64.5 -23.5 5
-92.5 55.5 3
-89.5 49.5 3
18.5 -30.5 6
108.5 38.5 6
-115.5 49.5 3
61.5 61.5 3
35.5 10.5 1
149.5 -5.5 1
20.5 44.5 2
12.5 4.5 1
40.5 29.5 6
90.5 61.5 3
133.5 -24.5 6
60.5 57.5 3
22.5 -3.5 1
-46.5 -21.5 1
-117.5 45.5 3
12.5 43.5 2
-96.5 16.5 4
116.5 30.5 5
25.5 -17.5 4
144.5 -21.5 6
55.5 49.5 3
50.5 35.5 6
-55.5 -5.5 1
112.5 32.5 5
-75.5 6.5 1
84.5 46.5 6
-96.5 19.5 1
26.5 -28.5 6
107.5 49.5 3
-75.5 -3.5 1
-101.5 49.5 3
118.5 -32.5 6
107.5 38.5 6
114.5 52.5 3
27.5 -1.5 1
-67.5 -10.5 1
45.5 24.5 6
9.5 6.5 1
53.5 58.5 3
27.5 61.5 2
-83.5 40.5 4
111.5 46.5 6
18.5 -3.5 1
-37.5 -4.5 6
48.5 24.5 6
149.5 -26.5 6
-61.5 50.5 3
30.5 -12.5 4
47.5 58.5 3
-112.5 43.5 3
12.5 52.5 2
1.5 36.5 4
109.5 12.5 1
-62.5 -25.5 4
-56.5 -27.5 5
-44.5 -6.5 4
-51.5 -18.5 1
52.5 23.5 6
20.5 -30.5 6
-6.5 53.5 2
101.5 -0.5 1
-104.5 30.5 6
-71.5 -14.5 3
121.5 1.5 1
123.5 -17.5 6
-59.5 -32.5 5
15.5 57.5 2
24.5 -24.5 5
29.5 56.5 2
-70.5 48.5 3
133.5 -13.5 4
23.5 41.5 5
21.5 47.5 4
-107.5 50.5 3
32.5 5.5 4
13.5 65.5 7
-3.5 35.5 4
-67.5 -14.5 1
76.5 24.5 4
70.5 50.5 3
11.5 2.5 1
31.5 -14.5 4
-131.5 55.5 3
116.5 -27.5 6
-69.5 7.5 1
44.5 -23.5 6
44.5 58.5 3
141.5 -18.5 6
108.5 36.5 4
25.5 -2.5 1
41.5 52.5 4
53.5 45.5 6
-49.5 -14.5 1
14.5 10.5 4
46.5 -21.5 4
-93.5 30.5 2
-97.5 32.5 4
19.5 30.5 6
42.5 12.5 6
-88.5 50.5 3
89.5 51.5 3
34.5 -9.5 2
-59.5 -2.5 1
37.5 56.5 2
-58.5 1.5 1
6.5 33.5 6
58.5 53.5 3
30.5 62.5 3
-78.5 35.5 2
-41.5 -19.5 1
80.5 24.5 4
-118.5 57.5 3
107.5 27.5 2
63.5 54.5 3
116.5 5.5 1
21.5 45.5 2
-7.5 42.5 2
145.5 -7.5 1
90.5 46.5 6
105.5 16.5 1
28.5 11.5 6
89.5 56.5 3
-78.5 0.5 1
-86.5 35.5 2
-5.5 7.5 1
-106.5 49.5 3
-50.5 -12.5 1
46.5 -22.5 4
-70.5 -8.5 1
74.5 24.5 4
128.5 1.5 1
79.5 29.5 4
-54.5 -4.5 1
54.5 46.5 6
-75.5 9.5 1
-58.5 -37.5 2
37.5 40.5 2
-118.5 41.5 3
-69.5 1.5 1
-84.5 39.5 2
13.5 42.5 2
-118.5 39.5 6
-97.5 25.5 4
25.5 -15.5 4
-53.5 2.5 1
2.5 46.5 2
-69.5 -41.5 5
-101.5 23.5 6
6.5 32.5 6
21.5 -32.5 6
-48.5 -15.5 4
40.5 44.5 2
27.5 12.5 6
137.5 -4.5 1
25.5 4.5 1
-118.5 34.5 6
-62.5 -18.5 1
-92.5 34.5 2
28.5 8.5 4
24.5 54.5 2
18.5 52.5 4
58.5 37.5 3
40.5 2.5 6
29.5 52.5 2
140.5 -7.5 1
145.5 -42.5 2
-53.5 -33.5 2
77.5 53.5 3
-64.5 -39.5 4
-92.5 43.5 4
85.5 49.5 3
102.5 -2.5 1
150.5 -24.5 6
105.5 35.5 2
-90.5 14.5 1
73.5 19.5 4
23.5 -8.5 1
-76.5 0.5 1
-56.5 -34.5 4
132.5 46.5 3
-91.5 18.5 1
-60.5 -33.5 5
-45.5 -4.5 1
36.5 57.5 2
-40.5 -19.5 1
148.5 -34.5 4
18.5 54.5 2
47.5 40.5 4
-92.5 17.5 1
117.5 -27.5 6
-62.5 -2.5 1
116.5 0.5 1
-92.5 40.5 4
-66.5 -5.5 1
-106.5 42.5 3
45.5 -19.5 4
116.5 41.5 3
-73.5 51.5 3
100.5 59.5 3
130.5 49.5 3
43.5 39.5 3
54.5 44.5 6
-96.5 55.5 3
122.5 42.5 3
128.5 50.5 3
93.5 24.5 2
-93.5 37.5 4
-62.5 -36.5 2
63.5 27.5 6
-75.5 8.5 4
24.5 -32.5 6
115.5 4.5 1
88.5 22.5 1
-57.5 48.5 3
-117.5 55.5 3
53.5 51.5 3
-113.5 43.5 3
-52.5 -8.5 1
3.5 35.5 6
-0.5 46.5 2
-109.5 40.5 3
22.5 -30.5 6
13.5 31.5 6
63.5 30.5 6
-107.5 57.5 3
46.5 24.5 6
-67.5 -31.5 6
-116.5 40.5 3
-71.5 -45.5 3
99.5 15.5 1
82.5 52.5 3
129.5 49.5 3
107.5 51.5 3
80.5 16.5 4
139.5 52.5 3
46.5 36.5 3
-111.5 36.5 6
18.5 -1.5 1
135.5 50.5 3
149.5 -24.5 6
46.5 7.5 6
39.5 60.5 3
-70.5 47.5 3
80.5 48.5 3
27.5 -23.5 5
51.5 59.5 3
144.5 -30.5 6
70.5 27.5 6
-114.5 56.5 3
-50.5 -0.5 1
146.5 -27.5 6
-61.5 -29.5 5
37.5 4.5 6
-73.5 -10.5 1
-1.5 52.5 2
159.5 54.5 7
21.5 0.5 1
14.5 -8.5 1
38.5 -14.5 4
41.5 14.5 6
-56.5 -8.5 1
-65.5 -21.5 5
44.5 15.5 6
36.5 7.5 1
25.5 -5.5 1
39.5 39.5 5
101.5 57.5 3
14.5 -15.5 4
-50.5 0.5 1
-45.5 -22.5 2
-61.5 -8.5 1
-63.5 -30.5 4
102.5 55.5 3
46.5 60.5 3
23.5 56.5 2
8.5 5.5 1
-74.5 50.5 3
-72.5 -49.5 3
24.5 58.5 2
-62.5 6.5 1
-44.5 -4.5 1
-57.5 -26.5 2
10.5 59.5 2
14.5 4.5 1
-111.5 47.5 4
79.5 15.5 4
81.5 54.5 3
137.5 -19.5 6
-114.5 40.5 3
-69.5 -43.5 4
-46.5 -1.5 1
81.5 55.5 3
-119.5 41.5 3
-99.5 44.5 4
-72.5 10.5 4
55.5 52.5 3
119.5 -9.5 1
131.5 49.5 3
-69.5 46.5 3
54.5 47.5 4
45.5 6.5 4
-54.5 -0.5 1
22.5 58.5 2
95.5 25.5 5
39.5 -10.5 4
-54.5 -33.5 2
-93.5 40.5 4
50.5 58.5 3
35.5 32.5 6
-103.5 36.5 4
112.5 31.5 2
46.5 64.5 3
-106.5 57.5 3
30.5 8.5 4
34.5 47.5 5
-104.5 52.5 3
-88.5 18.5 1
124.5 6.5 1
106.5 21.5 5
28.5 41.5 5
39.5 -9.5 4
1.5 52.5 2
73.5 58.5 3
-42.5 -19.5 1
95.5 51.5 3
-66.5 0.5 1
39.5 47.5 4
-123.5 60.5 3
42.5 47.5 4
10.5 9.5 4
39.5 7.5 2
116.5 6.5 1
-102.5 40.5 3
-70.5 -42.5 2
20.5 64.5 3
-50.5 2.5 1
62.5 35.5 6
39.5 -4.5 1
-124.5 54.5 3
23.5 67.5 3
-98.5 25.5 6
-9.5 11.5 4
-104.5 23.5 5
13.5 53.5 2
113.5 48.5 6
71.5 44.5 4
6.5 6.5 4
5.5 36.5 4
-5.5 15.5 6
26.5 -3.5 1
39.5 -14.5 4
49.5 52.5 3
20.5 -9.5 1
-74.5 -45.5 3
91.5 23.5 1
49.5 25.5 6
-10.5 7.5 1
118.5 -28.5 6
-9.5 6.5 1
22.5 60.5 2
104.5 11.5 1
106.5 54.5 3
43.5 11.5 6
-56.5 -22.5 1
-71.5 -16.5 6
79.5 59.5 3
-114.5 34.5 6
14.5 9.5 4
78.5 13.5 4
8.5 18.5 6
-63.5 3.5 1
24.5 44.5 4
-73.5 46.5 3
28.5 -10.5 1
-3.5 33.5 6
-64.5 51.5 3
-121.5 36.5 4
-65.5 -8.5 1
-45.5 -6.5 4
47.5 57.5 3
-70.5 -44.5 2
79.5 10.5 4
-74.5 -10.5 1
35.5 -18.5 4
-39.5 -16.5 1
79.5 32.5 6
55.5 36.5 6
101.5 50.5 3
143.5 44.5 2
-61.5 -6.5 1
118.5 47.5 3
123.5 10.5 1
-51.5 -25.5 2
3.5 31.5 6
23.5 -26.5 5
-114.5 54.5 3
-143.5 61.5 8
59.5 37.5 6
11.5 -0.5 1
79.5 56.5 3
13.5 -1.5 1
-117.5 47.5 5
146.5 -41.5 2
-73.5 3.5 1
16.5 -8.5 1
54.5 45.5 6
133.5 51.5 3
38.5 58.5 3
-90.5 37.5 2
-72.5 -9.5 1
37.5 38.5 4
-3.5 8.5 1
139.5 -19.5 6
-4.5 8.5 1
136.5 51.5 3
-109.5 54.5 3
125.5 -15.5 4
57.5 51.5 3
135.5 34.5 2
71.5 57.5 3
-84.5 38.5 2
-59.5 -36.5 2
30.5 -0.5 1
58.5 60.5 3
96.5 20.5 1
40.5 27.5 6
84.5 48.5 3
-107.5 53.5 3
112.5 2.5 1
67.5 51.5 3
-53.5 1.5 1
-117.5 44.5 3
13.5 62.5 3
-56.5 -14.5 1
19.5 -0.5 1
69.5 23.5 4
-68.5 -3.5 1
-120.5 51.5 3
-96.5 48.5 3
81.5 57.5 3
131.5 -12.5 4
33.5 65.5 3
63.5 56.5 3
-135.5 60.5 3
-79.5 49.5 3
37.5 -17.5 1
10.5 -2.5 1
-56.5 -5.5 1
142.5 -15.5 4
41.5 47.5 4
-53.5 -10.5 1
29.5 60.5 2
-69.5 -8.5 1
36.5 55.5 2
128.5 43.5 3
-93.5 49.5 3
66.5 50.5 3
65.5 51.5 3
-97.5 43.5 3
79.5 11.5 4
133.5 48.5 3
43.5 62.5 3
-88.5 41.5 4
86.5 42.5 6
23.5 0.5 1
-53.5 0.5 1
124.5 -19.5 6
-69.5 -31.5 5
51.5 44.5 6
88.5 58.5 3
94.5 55.5 3
53.5 60.5 3
0.5 8.5 1
89.5 55.5 3
16.5 4.5 1
-102.5 56.5 3
94.5 53.5 3
151.5 -27.5 6
95.5 22.5 4
73.5 48.5 3
36.5 47.5 5
132.5 53.5 3
-96.5 18.5 1
46.5 34.5 4
-48.5 -17.5 1
108.5 12.5 1
52.5 64.5 3
7.5 51.5 2
-57.5 -4.5 1
12.5 1.5 1
11.5 55.5 2
27.5 41.5 4
-113.5 35.5 6
119.5 34.5 4
120.5 52.5 3
-49.5 -6.5 1
27.5 6.5 1
106.5 50.5 3
-77.5 44.5 2
-84.5 43.5 2
-68.5 -9.5 1
20.5 -7.5 1
76.5 27.5 4
18.5 -9.5 1
150.5 -32.5 4
-58.5 -24.5 1
110.5 41.5 6
-62.5 -13.5 1
80.5 57.5 3
-46.5 -13.5 4
22.5 51.5 2
68.5 45.5 5
78.5 56.5 3
44.5 -21.5 6
-9.5 28.5 6
20.5 65.5 3
49.5 35.5 3
61.5 47.5 3
77.5 44.5 4
-89.5 21.5 6
-107.5 28.5 4
-148.5 65.5 3
-98.5 39.5 3
24.5 47.5 2
122.5 47.5 3
-81.5 46.5 3
121.5 -33.5 4
-76.5 -3.5 1
134.5 -17.5 6
-10.5 14.5 6
37.5 11.5 4
-12.5 11.5 1
102.5 12.5 1
73.5 42.5 3
71.5 55.5 3
-61.5 -4.5 1
-104.5 47.5 4
17.5 54.5 2
47.5 -18.5 5
-79.5 0.5 1
120.5 53.5 3
-83.5 47.5 3
-72.5 -2.5 1
-97.5 30.5 4
-56.5 -25.5 4
32.5 62.5 3
-129.5 59.5 3
-83.5 43.5 2
67.5 47.5 3
105.5 29.5 5
-69.5 -53.5 3
25.5 63.5 3
-123.5 54.5 3
135.5 46.5 3
-115.5 38.5 3
-72.5 -51.5 3
-87.5 46.5 2
-64.5 48.5 3
-0.5 41.5 4
37.5 16.5 6
28.5 38.5 4
72.5 31.5 5
99.5 17.5 1
-97.5 55.5 3
-64.5 45.5 2
101.5 17.5 1
-42.5 -16.5 4
61.5 52.5 3
-66.5 -6.5 1
121.5 29.5 2
-68.5 48.5 3
-69.5 -42.5 4
-69.5 -0.5 1
85.5 21.5 1
-66.5 -17.5 4
-65.5 -12.5 1
-56.5 -26.5 2
-121.5 52.5 3
-107.5 33.5 4
-5.5 38.5 4
45.5 34.5 6
26.5 52.5 2
122.5 48.5 3
