"LON" "LAT" "FPU_code" "LONLAT"
54.5 44.5 248 "54.5/44.5"
-96.5 55.5 190 "-96.5/55.5"
122.5 42.5 221 "122.5/42.5"
128.5 50.5 19 "128.5/50.5"
93.5 24.5 34 "93.5/24.5"
-93.5 37.5 141 "-93.5/37.5"
-62.5 -36.5 213 "-62.5/-36.5"
63.5 27.5 270 "63.5/27.5"
-75.5 8.5 170 "-75.5/8.5"
24.5 -32.5 222 "24.5/-32.5"
115.5 4.5 30 "115.5/4.5"
88.5 22.5 892 "88.5/22.5"
-57.5 48.5 38 "-57.5/48.5"
-117.5 55.5 50 "-117.5/55.5"
53.5 51.5 248 "53.5/51.5"
-113.5 43.5 56 "-113.5/43.5"
-52.5 -8.5 8 "-52.5/-8.5"
3.5 35.5 159 "3.5/35.5"
-0.5 46.5 130 "-0.5/46.5"
-109.5 40.5 54 "-109.5/40.5"
22.5 -30.5 181 "22.5/-30.5"
13.5 31.5 161 "13.5/31.5"
63.5 30.5 268 "63.5/30.5"
-107.5 57.5 50 "-107.5/57.5"
46.5 24.5 20000 "46.5/24.5"
-67.5 -31.5 198 "-67.5/-31.5"
-116.5 40.5 92 "-116.5/40.5"
-71.5 -45.5 52 "-71.5/-45.5"
99.5 15.5 138 "99.5/15.5"
82.5 52.5 174 "82.5/52.5"
129.5 49.5 19 "129.5/49.5"
107.5 51.5 247 "107.5/51.5"
80.5 16.5 116 "80.5/16.5"
139.5 52.5 19 "139.5/52.5"
46.5 36.5 269 "46.5/36.5"
-111.5 36.5 54 "-111.5/36.5"
18.5 -1.5 60 "18.5/-1.5"
135.5 50.5 19 "135.5/50.5"
149.5 -24.5 772 "149.5/-24.5"
46.5 7.5 96 "46.5/7.5"
39.5 60.5 163 "39.5/60.5"
-70.5 47.5 38 "-70.5/47.5"
80.5 48.5 117 "80.5/48.5"
27.5 -23.5 128 "27.5/-23.5"
51.5 59.5 254 "51.5/59.5"
144.5 -30.5 142 "144.5/-30.5"
70.5 27.5 108 "70.5/27.5"
-114.5 56.5 50 "-114.5/56.5"
-50.5 -0.5 8 "-50.5/-0.5"
146.5 -27.5 142 "146.5/-27.5"
-61.5 -29.5 185 "-61.5/-29.5"
37.5 4.5 96 "37.5/4.5"
-73.5 -10.5 12 "-73.5/-10.5"
-1.5 52.5 36 "-1.5/52.5"
159.5 54.5 1 "159.5/54.5"
21.5 0.5 60 "21.5/0.5"
14.5 -8.5 41 "14.5/-8.5"
38.5 -14.5 225 "38.5/-14.5"
41.5 14.5 155 "41.5/14.5"
-56.5 -8.5 8 "-56.5/-8.5"
-65.5 -21.5 187 "-65.5/-21.5"
44.5 15.5 20001 "44.5/15.5"
36.5 7.5 96 "36.5/7.5"
25.5 -5.5 60 "25.5/-5.5"
39.5 39.5 242 "39.5/39.5"
101.5 57.5 274 "101.5/57.5"
14.5 -15.5 41 "14.5/-15.5"
-50.5 0.5 8 "-50.5/0.5"
-45.5 -22.5 214 "-45.5/-22.5"
-61.5 -8.5 8 "-61.5/-8.5"
-63.5 -30.5 213 "-63.5/-30.5"
102.5 55.5 274 "102.5/55.5"
46.5 60.5 163 "46.5/60.5"
23.5 56.5 23 "23.5/56.5"
8.5 5.5 1522 "8.5/5.5"
-74.5 50.5 38 "-74.5/50.5"
-72.5 -49.5 238 "-72.5/-49.5"
24.5 58.5 23 "24.5/58.5"
-62.5 6.5 183 "-62.5/6.5"
-44.5 -4.5 166 "-44.5/-4.5"
-57.5 -26.5 187 "-57.5/-26.5"
10.5 59.5 2152 "10.5/59.5"
14.5 4.5 42 "14.5/4.5"
-111.5 47.5 141 "-111.5/47.5"
79.5 15.5 116 "79.5/15.5"
81.5 54.5 174 "81.5/54.5"
137.5 -19.5 49 "137.5/-19.5"
-114.5 40.5 92 "-114.5/40.5"
-69.5 -43.5 238 "-69.5/-43.5"
-46.5 -1.5 166 "-46.5/-1.5"
81.5 55.5 174 "81.5/55.5"
-119.5 41.5 37 "-119.5/41.5"
-99.5 44.5 141 "-99.5/44.5"
-72.5 10.5 183 "-72.5/10.5"
55.5 52.5 249 "55.5/52.5"
119.5 -9.5 1060 "119.5/-9.5"
131.5 49.5 19 "131.5/49.5"
-69.5 46.5 244 "-69.5/46.5"
54.5 47.5 248 "54.5/47.5"
45.5 6.5 96 "45.5/6.5"
-54.5 -0.5 8 "-54.5/-0.5"
22.5 58.5 23 "22.5/58.5"
95.5 25.5 235 "95.5/25.5"
39.5 -10.5 226 "39.5/-10.5"
-54.5 -33.5 252 "-54.5/-33.5"
-93.5 40.5 141 "-93.5/40.5"
50.5 58.5 254 "50.5/58.5"
35.5 32.5 3 "35.5/32.5"
-103.5 36.5 22 "-103.5/36.5"
112.5 31.5 512 "112.5/31.5"
46.5 64.5 163 "46.5/64.5"
-106.5 57.5 50 "-106.5/57.5"
30.5 8.5 211 "30.5/8.5"
34.5 47.5 70 "34.5/47.5"
-104.5 52.5 190 "-104.5/52.5"
-88.5 18.5 277 "-88.5/18.5"
124.5 6.5 189 "124.5/6.5"
106.5 21.5 202 "106.5/21.5"
28.5 41.5 66 "28.5/41.5"
39.5 -9.5 74 "39.5/-9.5"
1.5 52.5 36 "1.5/52.5"
73.5 58.5 174 "73.5/58.5"
-42.5 -19.5 214 "-42.5/-19.5"
95.5 51.5 274 "95.5/51.5"
-66.5 0.5 8 "-66.5/0.5"
39.5 47.5 26 "39.5/47.5"
-123.5 60.5 50 "-123.5/60.5"
42.5 47.5 26 "42.5/47.5"
10.5 9.5 1520 "10.5/9.5"
39.5 7.5 96 "39.5/7.5"
116.5 6.5 30 "116.5/6.5"
-102.5 40.5 141 "-102.5/40.5"
-70.5 -42.5 238 "-70.5/-42.5"
20.5 64.5 2151 "20.5/64.5"
-50.5 2.5 8 "-50.5/2.5"
62.5 35.5 268 "62.5/35.5"
39.5 -4.5 97 "39.5/-4.5"
-124.5 54.5 7 "-124.5/54.5"
23.5 67.5 2151 "23.5/67.5"
-98.5 25.5 199 "-98.5/25.5"
-9.5 11.5 148 "-9.5/11.5"
-104.5 23.5 245 "-104.5/23.5"
13.5 53.5 175 "13.5/53.5"
113.5 48.5 132 "113.5/48.5"
71.5 44.5 117 "71.5/44.5"
6.5 6.5 1522 "6.5/6.5"
5.5 36.5 159 "5.5/36.5"
-5.5 15.5 218 "-5.5/15.5"
26.5 -3.5 60 "26.5/-3.5"
39.5 -14.5 225 "39.5/-14.5"
49.5 52.5 254 "49.5/52.5"
20.5 -9.5 57 "20.5/-9.5"
-74.5 -45.5 1 "-74.5/-45.5"
91.5 23.5 31 "91.5/23.5"
49.5 25.5 20000 "49.5/25.5"
-10.5 7.5 265 "-10.5/7.5"
118.5 -28.5 272 "118.5/-28.5"
-9.5 6.5 265 "-9.5/6.5"
22.5 60.5 2150 "22.5/60.5"
104.5 11.5 137 "104.5/11.5"
106.5 54.5 1 "106.5/54.5"
43.5 11.5 98 "43.5/11.5"
-56.5 -22.5 187 "-56.5/-22.5"
-71.5 -16.5 188 "-71.5/-16.5"
79.5 59.5 174 "79.5/59.5"
-114.5 34.5 54 "-114.5/34.5"
14.5 9.5 146 "14.5/9.5"
78.5 13.5 104 "78.5/13.5"
8.5 18.5 210 "8.5/18.5"
-63.5 3.5 8 "-63.5/3.5"
24.5 44.5 64 "24.5/44.5"
-73.5 46.5 38 "-73.5/46.5"
28.5 -10.5 281 "28.5/-10.5"
-3.5 33.5 168 "-3.5/33.5"
-64.5 51.5 38 "-64.5/51.5"
-121.5 36.5 37 "-121.5/36.5"
-65.5 -8.5 8 "-65.5/-8.5"
-45.5 -6.5 166 "-45.5/-6.5"
47.5 57.5 254 "47.5/57.5"
-70.5 -44.5 238 "-70.5/-44.5"
79.5 10.5 212 "79.5/10.5"
-74.5 -10.5 12 "-74.5/-10.5"
35.5 -18.5 283 "35.5/-18.5"
-39.5 -16.5 214 "-39.5/-16.5"
79.5 32.5 107 "79.5/32.5"
55.5 36.5 269 "55.5/36.5"
101.5 50.5 246 "101.5/50.5"
143.5 44.5 1121 "143.5/44.5"
-61.5 -6.5 8 "-61.5/-6.5"
118.5 47.5 132 "118.5/47.5"
123.5 10.5 189 "123.5/10.5"
-51.5 -25.5 186 "-51.5/-25.5"
3.5 31.5 203 "3.5/31.5"
23.5 -26.5 115 "23.5/-26.5"
-114.5 54.5 50 "-114.5/54.5"
-143.5 61.5 7 "-143.5/61.5"
59.5 37.5 271 "59.5/37.5"
11.5 -0.5 46 "11.5/-0.5"
79.5 56.5 174 "79.5/56.5"
13.5 -1.5 46 "13.5/-1.5"
-117.5 47.5 56 "-117.5/47.5"
146.5 -41.5 770 "146.5/-41.5"
-73.5 3.5 182 "-73.5/3.5"
16.5 -8.5 57 "16.5/-8.5"
54.5 45.5 248 "54.5/45.5"
133.5 51.5 19 "133.5/51.5"
38.5 58.5 254 "38.5/58.5"
-90.5 37.5 140 "-90.5/37.5"
-72.5 -9.5 12 "-72.5/-9.5"
37.5 38.5 84 "37.5/38.5"
-3.5 8.5 258 "-3.5/8.5"
139.5 -19.5 49 "139.5/-19.5"
-4.5 8.5 258 "-4.5/8.5"
136.5 51.5 19 "136.5/51.5"
-109.5 54.5 50 "-109.5/54.5"
125.5 -15.5 49 "125.5/-15.5"
57.5 51.5 249 "57.5/51.5"
135.5 34.5 1120 "135.5/34.5"
71.5 57.5 174 "71.5/57.5"
-84.5 38.5 178 "-84.5/38.5"
-59.5 -36.5 213 "-59.5/-36.5"
30.5 -0.5 75 "30.5/-0.5"
58.5 60.5 254 "58.5/60.5"
96.5 20.5 235 "96.5/20.5"
40.5 27.5 20000 "40.5/27.5"
84.5 48.5 173 "84.5/48.5"
-107.5 53.5 50 "-107.5/53.5"
112.5 2.5 30 "112.5/2.5"
67.5 51.5 173 "67.5/51.5"
-53.5 1.5 8 "-53.5/1.5"
-117.5 44.5 56 "-117.5/44.5"
13.5 62.5 2151 "13.5/62.5"
-56.5 -14.5 186 "-56.5/-14.5"
19.5 -0.5 60 "19.5/-0.5"
69.5 23.5 108 "69.5/23.5"
-68.5 -3.5 8 "-68.5/-3.5"
-120.5 51.5 7 "-120.5/51.5"
-96.5 48.5 191 "-96.5/48.5"
81.5 57.5 174 "81.5/57.5"
131.5 -12.5 49 "131.5/-12.5"
33.5 65.5 163 "33.5/65.5"
63.5 56.5 174 "63.5/56.5"
-135.5 60.5 7 "-135.5/60.5"
-79.5 49.5 38 "-79.5/49.5"
37.5 -17.5 225 "37.5/-17.5"
10.5 -2.5 46 "10.5/-2.5"
-56.5 -5.5 8 "-56.5/-5.5"
142.5 -15.5 49 "142.5/-15.5"
41.5 47.5 26 "41.5/47.5"
-53.5 -10.5 8 "-53.5/-10.5"
29.5 60.5 163 "29.5/60.5"
-69.5 -8.5 8 "-69.5/-8.5"
36.5 55.5 254 "36.5/55.5"
128.5 43.5 18 "128.5/43.5"
-93.5 49.5 93 "-93.5/49.5"
66.5 50.5 248 "66.5/50.5"
65.5 51.5 248 "65.5/51.5"
-97.5 43.5 141 "-97.5/43.5"
79.5 11.5 104 "79.5/11.5"
133.5 48.5 19 "133.5/48.5"
43.5 62.5 163 "43.5/62.5"
-88.5 41.5 140 "-88.5/41.5"
86.5 42.5 275 "86.5/42.5"
23.5 0.5 60 "23.5/0.5"
-53.5 0.5 8 "-53.5/0.5"
124.5 -19.5 49 "124.5/-19.5"
-69.5 -31.5 198 "-69.5/-31.5"
51.5 44.5 248 "51.5/44.5"
88.5 58.5 174 "88.5/58.5"
94.5 55.5 274 "94.5/55.5"
53.5 60.5 254 "53.5/60.5"
0.5 8.5 257 "0.5/8.5"
89.5 55.5 174 "89.5/55.5"
16.5 4.5 58 "16.5/4.5"
-102.5 56.5 50 "-102.5/56.5"
94.5 53.5 174 "94.5/53.5"
151.5 -27.5 142 "151.5/-27.5"
95.5 22.5 235 "95.5/22.5"
73.5 48.5 117 "73.5/48.5"
36.5 47.5 70 "36.5/47.5"
132.5 53.5 19 "132.5/53.5"
-96.5 18.5 278 "-96.5/18.5"
46.5 34.5 269 "46.5/34.5"
-48.5 -17.5 186 "-48.5/-17.5"
108.5 12.5 202 "108.5/12.5"
52.5 64.5 163 "52.5/64.5"
7.5 51.5 195 "7.5/51.5"
-57.5 -4.5 8 "-57.5/-4.5"
12.5 1.5 46 "12.5/1.5"
11.5 55.5 86 "11.5/55.5"
27.5 41.5 66 "27.5/41.5"
-113.5 35.5 54 "-113.5/35.5"
119.5 34.5 100 "119.5/34.5"
120.5 52.5 19 "120.5/52.5"
-49.5 -6.5 243 "-49.5/-6.5"
27.5 6.5 157 "27.5/6.5"
106.5 50.5 246 "106.5/50.5"
-77.5 44.5 93 "-77.5/44.5"
-84.5 43.5 94 "-84.5/43.5"
-68.5 -9.5 8 "-68.5/-9.5"
20.5 -7.5 57 "20.5/-7.5"
76.5 27.5 890 "76.5/27.5"
18.5 -9.5 57 "18.5/-9.5"
150.5 -32.5 771 "150.5/-32.5"
-58.5 -24.5 187 "-58.5/-24.5"
110.5 41.5 131 "110.5/41.5"
-62.5 -13.5 9 "-62.5/-13.5"
80.5 57.5 174 "80.5/57.5"
-46.5 -13.5 243 "-46.5/-13.5"
22.5 51.5 176 "22.5/51.5"
68.5 45.5 117 "68.5/45.5"
78.5 56.5 174 "78.5/56.5"
44.5 -21.5 134 "44.5/-21.5"
-9.5 28.5 168 "-9.5/28.5"
20.5 65.5 2151 "20.5/65.5"
49.5 35.5 269 "49.5/35.5"
61.5 47.5 248 "61.5/47.5"
77.5 44.5 276 "77.5/44.5"
-89.5 21.5 2 "-89.5/21.5"
-107.5 28.5 245 "-107.5/28.5"
-148.5 65.5 7 "-148.5/65.5"
-98.5 39.5 141 "-98.5/39.5"
24.5 47.5 64 "24.5/47.5"
122.5 47.5 221 "122.5/47.5"
-81.5 46.5 93 "-81.5/46.5"
121.5 -33.5 272 "121.5/-33.5"
-76.5 -3.5 12 "-76.5/-3.5"
134.5 -17.5 49 "134.5/-17.5"
-10.5 14.5 218 "-10.5/14.5"
37.5 11.5 156 "37.5/11.5"
-12.5 11.5 217 "-12.5/11.5"
102.5 12.5 138 "102.5/12.5"
73.5 42.5 118 "73.5/42.5"
71.5 55.5 174 "71.5/55.5"
-61.5 -4.5 8 "-61.5/-4.5"
-104.5 47.5 141 "-104.5/47.5"
17.5 54.5 176 "17.5/54.5"
47.5 -18.5 134 "47.5/-18.5"
-79.5 0.5 171 "-79.5/0.5"
120.5 53.5 19 "120.5/53.5"
-83.5 47.5 93 "-83.5/47.5"
-72.5 -2.5 12 "-72.5/-2.5"
-97.5 30.5 273 "-97.5/30.5"
-56.5 -25.5 187 "-56.5/-25.5"
32.5 62.5 163 "32.5/62.5"
-129.5 59.5 50 "-129.5/59.5"
-83.5 43.5 94 "-83.5/43.5"
67.5 47.5 230 "67.5/47.5"
105.5 29.5 510 "105.5/29.5"
-69.5 -53.5 52 "-69.5/-53.5"
25.5 63.5 2150 "25.5/63.5"
-123.5 54.5 7 "-123.5/54.5"
135.5 46.5 19 "135.5/46.5"
-115.5 38.5 92 "-115.5/38.5"
-72.5 -51.5 52 "-72.5/-51.5"
-87.5 46.5 140 "-87.5/46.5"
-64.5 48.5 38 "-64.5/48.5"
-0.5 41.5 102 "-0.5/41.5"
37.5 16.5 155 "37.5/16.5"
28.5 38.5 84 "28.5/38.5"
72.5 31.5 1090 "72.5/31.5"
99.5 17.5 138 "99.5/17.5"
-97.5 55.5 190 "-97.5/55.5"
-64.5 45.5 38 "-64.5/45.5"
101.5 17.5 138 "101.5/17.5"
-42.5 -16.5 214 "-42.5/-16.5"
61.5 52.5 173 "61.5/52.5"
-66.5 -6.5 8 "-66.5/-6.5"
121.5 29.5 512 "121.5/29.5"
-68.5 48.5 38 "-68.5/48.5"
-69.5 -42.5 238 "-69.5/-42.5"
-69.5 -0.5 8 "-69.5/-0.5"
85.5 21.5 35 "85.5/21.5"
-66.5 -17.5 9 "-66.5/-17.5"
-65.5 -12.5 9 "-65.5/-12.5"
-56.5 -26.5 187 "-56.5/-26.5"
-121.5 52.5 7 "-121.5/52.5"
-107.5 33.5 200 "-107.5/33.5"
-5.5 38.5 103 "-5.5/38.5"
45.5 34.5 240 "45.5/34.5"
26.5 52.5 68 "26.5/52.5"
122.5 48.5 221 "122.5/48.5"
5.5 14.5 151 "5.5/14.5"
7.5 6.5 1522 "7.5/6.5"
30.5 63.5 2150 "30.5/63.5"
107.5 34.5 1010 "107.5/34.5"
75.5 60.5 174 "75.5/60.5"
115.5 3.5 30 "115.5/3.5"
31.5 -18.5 227 "31.5/-18.5"
113.5 40.5 95 "113.5/40.5"
-76.5 44.5 93 "-76.5/44.5"
-61.5 -27.5 185 "-61.5/-27.5"
50.5 -14.5 134 "50.5/-14.5"
44.5 24.5 20000 "44.5/24.5"
95.5 21.5 235 "95.5/21.5"
-97.5 47.5 191 "-97.5/47.5"
-92.5 51.5 38 "-92.5/51.5"
132.5 -19.5 49 "132.5/-19.5"
-105.5 48.5 141 "-105.5/48.5"
-55.5 2.5 8 "-55.5/2.5"
29.5 1.5 60 "29.5/1.5"
24.5 55.5 23 "24.5/55.5"
135.5 -33.5 49 "135.5/-33.5"
-110.5 56.5 50 "-110.5/56.5"
-8.5 16.5 208 "-8.5/16.5"
-144.5 61.5 7 "-144.5/61.5"
125.5 52.5 18 "125.5/52.5"
-105.5 50.5 190 "-105.5/50.5"
-0.5 8.5 257 "-0.5/8.5"
126.5 -15.5 49 "126.5/-15.5"
-74.5 -2.5 12 "-74.5/-2.5"
81.5 18.5 91 "81.5/18.5"
-85.5 11.5 48 "-85.5/11.5"
-44.5 -9.5 166 "-44.5/-9.5"
-1.5 51.5 36 "-1.5/51.5"
35.5 59.5 254 "35.5/59.5"
-57.5 -27.5 185 "-57.5/-27.5"
-97.5 35.5 22 "-97.5/35.5"
102.5 25.5 510 "102.5/25.5"
-150.5 63.5 7 "-150.5/63.5"
-94.5 45.5 140 "-94.5/45.5"
-88.5 51.5 38 "-88.5/51.5"
176.5 -37.5 1 "176.5/-37.5"
-55.5 -31.5 252 "-55.5/-31.5"
120.5 -1.5 105 "120.5/-1.5"
18.5 7.5 120 "18.5/7.5"
-51.5 -27.5 251 "-51.5/-27.5"
-120.5 50.5 7 "-120.5/50.5"
4.5 49.5 216 "4.5/49.5"
-46.5 -14.5 243 "-46.5/-14.5"
24.5 -19.5 113 "24.5/-19.5"
-3.5 43.5 103 "-3.5/43.5"
-102.5 54.5 50 "-102.5/54.5"
75.5 31.5 108 "75.5/31.5"
111.5 29.5 512 "111.5/29.5"
13.5 1.5 46 "13.5/1.5"
107.5 53.5 1 "107.5/53.5"
132.5 -17.5 49 "132.5/-17.5"
35.5 -23.5 127 "35.5/-23.5"
-67.5 -3.5 8 "-67.5/-3.5"
96.5 59.5 274 "96.5/59.5"
120.5 36.5 1010 "120.5/36.5"
121.5 -32.5 272 "121.5/-32.5"
-52.5 -4.5 8 "-52.5/-4.5"
38.5 11.5 156 "38.5/11.5"
81.5 60.5 274 "81.5/60.5"
-111.5 38.5 54 "-111.5/38.5"
78.5 15.5 116 "78.5/15.5"
113.5 28.5 511 "113.5/28.5"
-105.5 47.5 141 "-105.5/47.5"
-59.5 6.5 165 "-59.5/6.5"
-11.5 8.5 267 "-11.5/8.5"
-66.5 7.5 183 "-66.5/7.5"
78.5 46.5 117 "78.5/46.5"
111.5 40.5 1011 "111.5/40.5"
-55.5 -2.5 8 "-55.5/-2.5"
100.5 49.5 246 "100.5/49.5"
60.5 50.5 248 "60.5/50.5"
-62.5 50.5 38 "-62.5/50.5"
23.5 -13.5 286 "23.5/-13.5"
47.5 37.5 269 "47.5/37.5"
142.5 44.5 1121 "142.5/44.5"
-87.5 45.5 140 "-87.5/45.5"
129.5 51.5 19 "129.5/51.5"
-90.5 49.5 93 "-90.5/49.5"
-51.5 4.5 1 "-51.5/4.5"
40.5 10.5 96 "40.5/10.5"
-100.5 55.5 190 "-100.5/55.5"
-105.5 26.5 139 "-105.5/26.5"
-98.5 36.5 22 "-98.5/36.5"
24.5 60.5 2150 "24.5/60.5"
-99.5 21.5 139 "-99.5/21.5"
-52.5 -27.5 251 "-52.5/-27.5"
102.5 14.5 138 "102.5/14.5"
117.5 32.5 512 "117.5/32.5"
59.5 49.5 248 "59.5/49.5"
-65.5 18.5 6 "-65.5/18.5"
99.5 11.5 235 "99.5/11.5"
-62.5 49.5 38 "-62.5/49.5"
101.5 -2.5 1061 "101.5/-2.5"
-53.5 -2.5 8 "-53.5/-2.5"
42.5 18.5 20000 "42.5/18.5"
30.5 0.5 158 "30.5/0.5"
12.5 51.5 85 "12.5/51.5"
143.5 -14.5 49 "143.5/-14.5"
-75.5 -2.5 12 "-75.5/-2.5"
-62.5 -30.5 213 "-62.5/-30.5"
77.5 48.5 117 "77.5/48.5"
34.5 -21.5 283 "34.5/-21.5"
32.5 2.5 158 "32.5/2.5"
123.5 42.5 221 "123.5/42.5"
-101.5 27.5 199 "-101.5/27.5"
87.5 42.5 275 "87.5/42.5"
104.5 -2.5 1061 "104.5/-2.5"
-2.5 14.5 259 "-2.5/14.5"
-119.5 38.5 92 "-119.5/38.5"
-97.5 16.5 278 "-97.5/16.5"
-56.5 -29.5 185 "-56.5/-29.5"
37.5 50.5 28 "37.5/50.5"
-55.5 -3.5 8 "-55.5/-3.5"
-71.5 -11.5 12 "-71.5/-11.5"
78.5 43.5 276 "78.5/43.5"
92.5 58.5 274 "92.5/58.5"
15.5 64.5 2151 "15.5/64.5"
-156.5 57.5 7 "-156.5/57.5"
101.5 36.5 1011 "101.5/36.5"
-63.5 -20.5 9 "-63.5/-20.5"
29.5 -13.5 286 "29.5/-13.5"
11.5 60.5 2152 "11.5/60.5"
64.5 52.5 248 "64.5/52.5"
-44.5 -1.5 166 "-44.5/-1.5"
-102.5 18.5 139 "-102.5/18.5"
65.5 52.5 248 "65.5/52.5"
-6.5 42.5 103 "-6.5/42.5"
64.5 35.5 268 "64.5/35.5"
-52.5 -23.5 186 "-52.5/-23.5"
16.5 59.5 2151 "16.5/59.5"
8.5 9.5 1520 "8.5/9.5"
20.5 -17.5 41 "20.5/-17.5"
66.5 30.5 268 "66.5/30.5"
94.5 16.5 235 "94.5/16.5"
-81.5 31.5 228 "-81.5/31.5"
56.5 49.5 248 "56.5/49.5"
145.5 -24.5 49 "145.5/-24.5"
-48.5 -8.5 243 "-48.5/-8.5"
52.5 45.5 3 "52.5/45.5"
77.5 50.5 173 "77.5/50.5"
35.5 -12.5 225 "35.5/-12.5"
20.5 47.5 64 "20.5/47.5"
-103.5 34.5 200 "-103.5/34.5"
6.5 59.5 2152 "6.5/59.5"
63.5 44.5 14 "63.5/44.5"
76.5 55.5 174 "76.5/55.5"
53.5 59.5 254 "53.5/59.5"
-94.5 54.5 38 "-94.5/54.5"
57.5 54.5 254 "57.5/54.5"
27.5 -9.5 281 "27.5/-9.5"
24.5 38.5 62 "24.5/38.5"
117.5 6.5 30 "117.5/6.5"
76.5 43.5 276 "76.5/43.5"
-82.5 40.5 178 "-82.5/40.5"
65.5 44.5 230 "65.5/44.5"
-53.5 -21.5 186 "-53.5/-21.5"
12.5 -15.5 41 "12.5/-15.5"
-63.5 1.5 8 "-63.5/1.5"
119.5 48.5 18 "119.5/48.5"
33.5 3.5 158 "33.5/3.5"
-99.5 42.5 141 "-99.5/42.5"
100.5 1.5 1061 "100.5/1.5"
22.5 -19.5 280 "22.5/-19.5"
151.5 -28.5 142 "151.5/-28.5"
82.5 54.5 174 "82.5/54.5"
106.5 10.5 202 "106.5/10.5"
137.5 -16.5 49 "137.5/-16.5"
114.5 48.5 132 "114.5/48.5"
26.5 -8.5 60 "26.5/-8.5"
139.5 51.5 19 "139.5/51.5"
84.5 22.5 35 "84.5/22.5"
69.5 54.5 173 "69.5/54.5"
17.5 60.5 2151 "17.5/60.5"
55.5 24.5 20003 "55.5/24.5"
-4.5 30.5 203 "-4.5/30.5"
59.5 61.5 254 "59.5/61.5"
-48.5 -5.5 243 "-48.5/-5.5"
25.5 52.5 68 "25.5/52.5"
-115.5 54.5 50 "-115.5/54.5"
51.5 54.5 254 "51.5/54.5"
112.5 49.5 19 "112.5/49.5"
-61.5 -21.5 187 "-61.5/-21.5"
45.5 -16.5 134 "45.5/-16.5"
21.5 42.5 62 "21.5/42.5"
109.5 -7.5 1060 "109.5/-7.5"
38.5 -10.5 226 "38.5/-10.5"
133.5 -12.5 49 "133.5/-12.5"
56.5 37.5 269 "56.5/37.5"
35.5 8.5 156 "35.5/8.5"
9.5 53.5 85 "9.5/53.5"
14.5 60.5 2151 "14.5/60.5"
109.5 24.5 2880 "109.5/24.5"
88.5 53.5 174 "88.5/53.5"
-118.5 44.5 56 "-118.5/44.5"
78.5 10.5 212 "78.5/10.5"
143.5 -12.5 49 "143.5/-12.5"
143.5 -16.5 49 "143.5/-16.5"
80.5 53.5 174 "80.5/53.5"
-45.5 -13.5 214 "-45.5/-13.5"
26.5 66.5 2150 "26.5/66.5"
135.5 -3.5 105 "135.5/-3.5"
-64.5 -33.5 213 "-64.5/-33.5"
111.5 -1.5 29 "111.5/-1.5"
-88.5 52.5 38 "-88.5/52.5"
-40.5 -10.5 214 "-40.5/-10.5"
-39.5 -14.5 214 "-39.5/-14.5"
55.5 38.5 271 "55.5/38.5"
-2.5 42.5 102 "-2.5/42.5"
77.5 51.5 173 "77.5/51.5"
70.5 23.5 108 "70.5/23.5"
-0.5 15.5 150 "-0.5/15.5"
-8.5 32.5 168 "-8.5/32.5"
47.5 -15.5 134 "47.5/-15.5"
123.5 43.5 221 "123.5/43.5"
-57.5 -12.5 8 "-57.5/-12.5"
141.5 -2.5 184 "141.5/-2.5"
31.5 -8.5 74 "31.5/-8.5"
-118.5 42.5 56 "-118.5/42.5"
33.5 11.5 157 "33.5/11.5"
26.5 2.5 60 "26.5/2.5"
146.5 -20.5 772 "146.5/-20.5"
-59.5 0.5 8 "-59.5/0.5"
-158.5 62.5 7 "-158.5/62.5"
-59.5 -18.5 187 "-59.5/-18.5"
36.5 10.5 156 "36.5/10.5"
148.5 -33.5 142 "148.5/-33.5"
36.5 -4.5 74 "36.5/-4.5"
112.5 48.5 132 "112.5/48.5"
-108.5 33.5 54 "-108.5/33.5"
-2.5 31.5 203 "-2.5/31.5"
36.5 -0.5 97 "36.5/-0.5"
34.5 -10.5 282 "34.5/-10.5"
-45.5 -20.5 214 "-45.5/-20.5"
16.5 -7.5 57 "16.5/-7.5"
-69.5 45.5 244 "-69.5/45.5"
25.5 -19.5 126 "25.5/-19.5"
88.5 25.5 892 "88.5/25.5"
136.5 35.5 1120 "136.5/35.5"
42.5 57.5 254 "42.5/57.5"
31.5 7.5 157 "31.5/7.5"
143.5 -8.5 184 "143.5/-8.5"
-118.5 38.5 92 "-118.5/38.5"
-41.5 -4.5 166 "-41.5/-4.5"
-134.5 62.5 7 "-134.5/62.5"
137.5 52.5 19 "137.5/52.5"
84.5 26.5 892 "84.5/26.5"
39.5 -12.5 225 "39.5/-12.5"
14.5 53.5 175 "14.5/53.5"
-112.5 54.5 50 "-112.5/54.5"
104.5 56.5 274 "104.5/56.5"
-104.5 36.5 22 "-104.5/36.5"
15.5 8.5 147 "15.5/8.5"
-46.5 -2.5 166 "-46.5/-2.5"
-74.5 20.5 61 "-74.5/20.5"
-7.5 30.5 168 "-7.5/30.5"
-98.5 27.5 200 "-98.5/27.5"
-105.5 51.5 190 "-105.5/51.5"
127.5 37.5 224 "127.5/37.5"
132.5 -1.5 105 "132.5/-1.5"
103.5 38.5 131 "103.5/38.5"
11.5 7.5 1520 "11.5/7.5"
-64.5 -36.5 213 "-64.5/-36.5"
2.5 8.5 255 "2.5/8.5"
87.5 24.5 892 "87.5/24.5"
-69.5 10.5 183 "-69.5/10.5"
