"LON" "LAT" "FPU_code" "LONLAT"
-122.5 59.5 50 "-122.5/59.5"
-98.5 41.5 141 "-98.5/41.5"
12.5 0.5 46 "12.5/0.5"
100.5 48.5 246 "100.5/48.5"
66.5 48.5 248 "66.5/48.5"
64.5 33.5 268 "64.5/33.5"
-39.5 -15.5 214 "-39.5/-15.5"
-74.5 10.5 170 "-74.5/10.5"
103.5 13.5 137 "103.5/13.5"
120.5 -20.5 49 "120.5/-20.5"
-121.5 42.5 37 "-121.5/42.5"
36.5 -8.5 74 "36.5/-8.5"
-160.5 61.5 7 "-160.5/61.5"
-57.5 -5.5 8 "-57.5/-5.5"
10.5 6.5 42 "10.5/6.5"
5.5 51.5 193 "5.5/51.5"
-66.5 -34.5 198 "-66.5/-34.5"
-59.5 7.5 165 "-59.5/7.5"
-115.5 40.5 92 "-115.5/40.5"
24.5 56.5 23 "24.5/56.5"
-86.5 32.5 228 "-86.5/32.5"
88.5 26.5 31 "88.5/26.5"
56.5 54.5 254 "56.5/54.5"
-7.5 53.5 110 "-7.5/53.5"
19.5 -19.5 284 "19.5/-19.5"
11.5 11.5 1520 "11.5/11.5"
25.5 64.5 2150 "25.5/64.5"
51.5 57.5 254 "51.5/57.5"
17.5 -18.5 47 "17.5/-18.5"
-134.5 57.5 7 "-134.5/57.5"
27.5 -30.5 181 "27.5/-30.5"
-70.5 2.5 182 "-70.5/2.5"
-55.5 -28.5 251 "-55.5/-28.5"
139.5 -20.5 49 "139.5/-20.5"
-36.5 -8.5 166 "-36.5/-8.5"
36.5 39.5 242 "36.5/39.5"
-74.5 -0.5 10 "-74.5/-0.5"
16.5 45.5 62 "16.5/45.5"
115.5 -3.5 29 "115.5/-3.5"
-55.5 -12.5 8 "-55.5/-12.5"
-111.5 40.5 92 "-111.5/40.5"
9.5 47.5 192 "9.5/47.5"
16.5 15.5 121 "16.5/15.5"
23.5 -32.5 222 "23.5/-32.5"
-89.5 15.5 48 "-89.5/15.5"
-61.5 -5.5 8 "-61.5/-5.5"
32.5 0.5 158 "32.5/0.5"
31.5 64.5 163 "31.5/64.5"
95.5 58.5 274 "95.5/58.5"
72.5 61.5 174 "72.5/61.5"
23.5 11.5 157 "23.5/11.5"
138.5 36.5 1120 "138.5/36.5"
74.5 55.5 174 "74.5/55.5"
-40.5 -11.5 214 "-40.5/-11.5"
-85.5 52.5 38 "-85.5/52.5"
-73.5 7.5 170 "-73.5/7.5"
-60.5 4.5 8 "-60.5/4.5"
95.5 48.5 132 "95.5/48.5"
22.5 47.5 64 "22.5/47.5"
-59.5 -31.5 185 "-59.5/-31.5"
-88.5 13.5 48 "-88.5/13.5"
69.5 58.5 174 "69.5/58.5"
4.5 46.5 130 "4.5/46.5"
24.5 -30.5 181 "24.5/-30.5"
-114.5 47.5 56 "-114.5/47.5"
159.5 53.5 1 "159.5/53.5"
-155.5 19.5 44444 "-155.5/19.5"
-54.5 -26.5 185 "-54.5/-26.5"
47.5 55.5 254 "47.5/55.5"
133.5 -17.5 49 "133.5/-17.5"
-0.5 33.5 159 "-0.5/33.5"
9.5 42.5 111 "9.5/42.5"
57.5 52.5 249 "57.5/52.5"
-97.5 45.5 191 "-97.5/45.5"
-57.5 -0.5 8 "-57.5/-0.5"
58.5 47.5 248 "58.5/47.5"
5.5 7.5 1522 "5.5/7.5"
32.5 57.5 254 "32.5/57.5"
143.5 49.5 1 "143.5/49.5"
-107.5 40.5 54 "-107.5/40.5"
47.5 29.5 20004 "47.5/29.5"
-102.5 50.5 190 "-102.5/50.5"
120.5 34.5 100 "120.5/34.5"
29.5 -8.5 281 "29.5/-8.5"
4.5 10.5 1521 "4.5/10.5"
10.5 57.5 86 "10.5/57.5"
-106.5 25.5 245 "-106.5/25.5"
41.5 46.5 26 "41.5/46.5"
-56.5 -30.5 252 "-56.5/-30.5"
15.5 67.5 2152 "15.5/67.5"
112.5 41.5 131 "112.5/41.5"
11.5 31.5 161 "11.5/31.5"
-54.5 -11.5 8 "-54.5/-11.5"
-42.5 -6.5 166 "-42.5/-6.5"
9.5 12.5 1520 "9.5/12.5"
-71.5 -5.5 8 "-71.5/-5.5"
-88.5 20.5 278 "-88.5/20.5"
-70.5 -3.5 12 "-70.5/-3.5"
62.5 50.5 248 "62.5/50.5"
9.5 51.5 85 "9.5/51.5"
97.5 59.5 274 "97.5/59.5"
-121.5 61.5 50 "-121.5/61.5"
151.5 -29.5 142 "151.5/-29.5"
41.5 48.5 26 "41.5/48.5"
94.5 56.5 274 "94.5/56.5"
-85.5 12.5 48 "-85.5/12.5"
-105.5 54.5 50 "-105.5/54.5"
30.5 -4.5 74 "30.5/-4.5"
-58.5 7.5 165 "-58.5/7.5"
70.5 29.5 1091 "70.5/29.5"
142.5 -36.5 142 "142.5/-36.5"
-97.5 24.5 1 "-97.5/24.5"
98.5 59.5 274 "98.5/59.5"
-61.5 -13.5 9 "-61.5/-13.5"
68.5 31.5 270 "68.5/31.5"
34.5 60.5 163 "34.5/60.5"
-113.5 56.5 50 "-113.5/56.5"
152.5 -26.5 772 "152.5/-26.5"
31.5 56.5 254 "31.5/56.5"
-51.5 -13.5 243 "-51.5/-13.5"
40.5 13.5 156 "40.5/13.5"
99.5 35.5 1011 "99.5/35.5"
130.5 52.5 19 "130.5/52.5"
133.5 -11.5 49 "133.5/-11.5"
-91.5 45.5 140 "-91.5/45.5"
18.5 44.5 62 "18.5/44.5"
-58.5 -6.5 8 "-58.5/-6.5"
109.5 47.5 132 "109.5/47.5"
-115.5 34.5 37 "-115.5/34.5"
-103.5 43.5 141 "-103.5/43.5"
73.5 18.5 212 "73.5/18.5"
-77.5 47.5 93 "-77.5/47.5"
-154.5 59.5 7 "-154.5/59.5"
-9.5 9.5 148 "-9.5/9.5"
22.5 12.5 157 "22.5/12.5"
131.5 43.5 19 "131.5/43.5"
-98.5 46.5 141 "-98.5/46.5"
113.5 39.5 95 "113.5/39.5"
-5.5 31.5 209 "-5.5/31.5"
60.5 49.5 248 "60.5/49.5"
27.5 0.5 60 "27.5/0.5"
0.5 34.5 159 "0.5/34.5"
66.5 53.5 173 "66.5/53.5"
33.5 -19.5 283 "33.5/-19.5"
-53.5 -20.5 186 "-53.5/-20.5"
133.5 -22.5 49 "133.5/-22.5"
35.5 -17.5 283 "35.5/-17.5"
47.5 25.5 20000 "47.5/25.5"
-110.5 40.5 54 "-110.5/40.5"
34.5 -7.5 74 "34.5/-7.5"
146.5 -37.5 142 "146.5/-37.5"
30.5 10.5 211 "30.5/10.5"
-61.5 -9.5 8 "-61.5/-9.5"
43.5 34.5 240 "43.5/34.5"
49.5 63.5 163 "49.5/63.5"
44.5 48.5 26 "44.5/48.5"
-45.5 -5.5 166 "-45.5/-5.5"
10.5 44.5 111 "10.5/44.5"
23.5 43.5 64 "23.5/43.5"
-38.5 -5.5 166 "-38.5/-5.5"
20.5 -15.5 279 "20.5/-15.5"
14.5 -16.5 41 "14.5/-16.5"
58.5 63.5 163 "58.5/63.5"
30.5 -3.5 71 "30.5/-3.5"
60.5 56.5 174 "60.5/56.5"
134.5 -6.5 105 "134.5/-6.5"
103.5 24.5 2880 "103.5/24.5"
-96.5 35.5 22 "-96.5/35.5"
138.5 -33.5 49 "138.5/-33.5"
69.5 46.5 117 "69.5/46.5"
129.5 50.5 19 "129.5/50.5"
21.5 43.5 62 "21.5/43.5"
28.5 65.5 2150 "28.5/65.5"
-82.5 32.5 228 "-82.5/32.5"
107.5 55.5 1 "107.5/55.5"
45.5 23.5 20000 "45.5/23.5"
-143.5 63.5 7 "-143.5/63.5"
-53.5 5.5 165 "-53.5/5.5"
28.5 -19.5 287 "28.5/-19.5"
-89.5 33.5 140 "-89.5/33.5"
-63.5 -5.5 8 "-63.5/-5.5"
-120.5 55.5 50 "-120.5/55.5"
-64.5 8.5 183 "-64.5/8.5"
-103.5 37.5 22 "-103.5/37.5"
53.5 35.5 269 "53.5/35.5"
50.5 52.5 254 "50.5/52.5"
25.5 -26.5 181 "25.5/-26.5"
30.5 53.5 68 "30.5/53.5"
-58.5 -34.5 185 "-58.5/-34.5"
65.5 36.5 268 "65.5/36.5"
67.5 52.5 173 "67.5/52.5"
31.5 66.5 163 "31.5/66.5"
80.5 51.5 174 "80.5/51.5"
-99.5 27.5 199 "-99.5/27.5"
76.5 59.5 174 "76.5/59.5"
-77.5 18.5 6 "-77.5/18.5"
-60.5 -19.5 187 "-60.5/-19.5"
-67.5 -29.5 213 "-67.5/-29.5"
-64.5 0.5 8 "-64.5/0.5"
32.5 -13.5 286 "32.5/-13.5"
21.5 2.5 60 "21.5/2.5"
-58.5 -4.5 8 "-58.5/-4.5"
-90.5 30.5 140 "-90.5/30.5"
69.5 30.5 1091 "69.5/30.5"
6.5 47.5 197 "6.5/47.5"
77.5 12.5 40 "77.5/12.5"
-50.5 -20.5 186 "-50.5/-20.5"
-67.5 -13.5 9 "-67.5/-13.5"
93.5 57.5 274 "93.5/57.5"
146.5 -38.5 771 "146.5/-38.5"
9.5 60.5 2152 "9.5/60.5"
40.5 -10.5 225 "40.5/-10.5"
28.5 56.5 24 "28.5/56.5"
-6.5 38.5 103 "-6.5/38.5"
22.5 8.5 120 "22.5/8.5"
-2.5 30.5 203 "-2.5/30.5"
-7.5 39.5 103 "-7.5/39.5"
-71.5 10.5 183 "-71.5/10.5"
35.5 11.5 156 "35.5/11.5"
84.5 19.5 76 "84.5/19.5"
-5.5 29.5 203 "-5.5/29.5"
32.5 -21.5 227 "32.5/-21.5"
-92.5 42.5 140 "-92.5/42.5"
44.5 1.5 98 "44.5/1.5"
-53.5 -27.5 251 "-53.5/-27.5"
130.5 53.5 19 "130.5/53.5"
129.5 -23.5 49 "129.5/-23.5"
52.5 53.5 254 "52.5/53.5"
23.5 62.5 2150 "23.5/62.5"
-55.5 -8.5 8 "-55.5/-8.5"
-51.5 -16.5 243 "-51.5/-16.5"
90.5 58.5 174 "90.5/58.5"
-88.5 39.5 178 "-88.5/39.5"
25.5 66.5 2150 "25.5/66.5"
86.5 60.5 274 "86.5/60.5"
-50.5 -22.5 186 "-50.5/-22.5"
-75.5 42.5 244 "-75.5/42.5"
-73.5 43.5 244 "-73.5/43.5"
-68.5 46.5 244 "-68.5/46.5"
141.5 40.5 1120 "141.5/40.5"
84.5 53.5 174 "84.5/53.5"
8.5 10.5 1521 "8.5/10.5"
31.5 -7.5 285 "31.5/-7.5"
-114.5 53.5 190 "-114.5/53.5"
80.5 21.5 91 "80.5/21.5"
-44.5 -15.5 214 "-44.5/-15.5"
-12.5 14.5 220 "-12.5/14.5"
-65.5 1.5 183 "-65.5/1.5"
30.5 57.5 254 "30.5/57.5"
33.5 57.5 254 "33.5/57.5"
114.5 -7.5 1060 "114.5/-7.5"
28.5 46.5 64 "28.5/46.5"
112.5 50.5 19 "112.5/50.5"
-107.5 25.5 245 "-107.5/25.5"
-94.5 31.5 273 "-94.5/31.5"
-103.5 49.5 190 "-103.5/49.5"
40.5 20.5 20000 "40.5/20.5"
47.5 -23.5 134 "47.5/-23.5"
135.5 45.5 19 "135.5/45.5"
110.5 52.5 247 "110.5/52.5"
-55.5 -4.5 8 "-55.5/-4.5"
-94.5 34.5 22 "-94.5/34.5"
34.5 37.5 242 "34.5/37.5"
13.5 51.5 85 "13.5/51.5"
88.5 46.5 172 "88.5/46.5"
-72.5 52.5 38 "-72.5/52.5"
144.5 -35.5 142 "144.5/-35.5"
39.5 48.5 28 "39.5/48.5"
66.5 62.5 174 "66.5/62.5"
7.5 58.5 2152 "7.5/58.5"
-77.5 0.5 170 "-77.5/0.5"
91.5 50.5 246 "91.5/50.5"
48.5 33.5 269 "48.5/33.5"
118.5 5.5 30 "118.5/5.5"
24.5 -2.5 60 "24.5/-2.5"
-57.5 -19.5 186 "-57.5/-19.5"
-62.5 -11.5 8 "-62.5/-11.5"
-108.5 47.5 141 "-108.5/47.5"
-84.5 30.5 228 "-84.5/30.5"
-101.5 47.5 141 "-101.5/47.5"
-80.5 43.5 93 "-80.5/43.5"
9.5 34.5 162 "9.5/34.5"
-60.5 -5.5 8 "-60.5/-5.5"
24.5 9.5 157 "24.5/9.5"
-2.5 13.5 256 "-2.5/13.5"
-61.5 -10.5 8 "-61.5/-10.5"
-52.5 -22.5 186 "-52.5/-22.5"
10.5 64.5 2152 "10.5/64.5"
23.5 40.5 62 "23.5/40.5"
123.5 52.5 18 "123.5/52.5"
-86.5 41.5 94 "-86.5/41.5"
-150.5 61.5 7 "-150.5/61.5"
12.5 32.5 161 "12.5/32.5"
14.5 -7.5 41 "14.5/-7.5"
27.5 66.5 2150 "27.5/66.5"
10.5 35.5 162 "10.5/35.5"
24.5 11.5 157 "24.5/11.5"
-86.5 46.5 94 "-86.5/46.5"
69.5 29.5 1091 "69.5/29.5"
15.5 -12.5 41 "15.5/-12.5"
81.5 46.5 276 "81.5/46.5"
-37.5 -7.5 166 "-37.5/-7.5"
14.5 59.5 2151 "14.5/59.5"
-60.5 -24.5 185 "-60.5/-24.5"
95.5 16.5 235 "95.5/16.5"
-69.5 -51.5 238 "-69.5/-51.5"
92.5 57.5 274 "92.5/57.5"
144.5 -20.5 49 "144.5/-20.5"
51.5 55.5 254 "51.5/55.5"
15.5 1.5 59 "15.5/1.5"
-68.5 -16.5 9 "-68.5/-16.5"
-84.5 52.5 38 "-84.5/52.5"
-0.5 47.5 130 "-0.5/47.5"
-5.5 57.5 36 "-5.5/57.5"
-72.5 -40.5 52 "-72.5/-40.5"
142.5 -37.5 142 "142.5/-37.5"
72.5 44.5 117 "72.5/44.5"
-135.5 62.5 7 "-135.5/62.5"
-66.5 -12.5 9 "-66.5/-12.5"
-54.5 -12.5 8 "-54.5/-12.5"
140.5 37.5 1120 "140.5/37.5"
-112.5 51.5 190 "-112.5/51.5"
132.5 51.5 19 "132.5/51.5"
-127.5 56.5 7 "-127.5/56.5"
27.5 -16.5 286 "27.5/-16.5"
75.5 18.5 116 "75.5/18.5"
-67.5 -0.5 8 "-67.5/-0.5"
8.5 16.5 210 "8.5/16.5"
83.5 23.5 891 "83.5/23.5"
88.5 60.5 274 "88.5/60.5"
21.5 -18.5 280 "21.5/-18.5"
-72.5 -36.5 52 "-72.5/-36.5"
-42.5 -11.5 214 "-42.5/-11.5"
-43.5 -5.5 166 "-43.5/-5.5"
101.5 54.5 274 "101.5/54.5"
51.5 58.5 254 "51.5/58.5"
74.5 44.5 276 "74.5/44.5"
-12.5 10.5 217 "-12.5/10.5"
43.5 43.5 26 "43.5/43.5"
71.5 60.5 174 "71.5/60.5"
28.5 -7.5 281 "28.5/-7.5"
30.5 56.5 254 "30.5/56.5"
35.5 40.5 27 "35.5/40.5"
22.5 -4.5 60 "22.5/-4.5"
170.5 -45.5 143 "170.5/-45.5"
173.5 -34.5 143 "173.5/-34.5"
-58.5 -36.5 213 "-58.5/-36.5"
-68.5 6.5 183 "-68.5/6.5"
24.5 -27.5 181 "24.5/-27.5"
-70.5 44.5 244 "-70.5/44.5"
-65.5 -36.5 213 "-65.5/-36.5"
116.5 40.5 95 "116.5/40.5"
144.5 -16.5 49 "144.5/-16.5"
20.5 0.5 60 "20.5/0.5"
-70.5 49.5 38 "-70.5/49.5"
-61.5 -15.5 9 "-61.5/-15.5"
-98.5 37.5 22 "-98.5/37.5"
106.5 15.5 137 "106.5/15.5"
73.5 49.5 117 "73.5/49.5"
-110.5 58.5 50 "-110.5/58.5"
-101.5 50.5 190 "-101.5/50.5"
27.5 14.5 157 "27.5/14.5"
31.5 13.5 211 "31.5/13.5"
-84.5 42.5 94 "-84.5/42.5"
-106.5 27.5 199 "-106.5/27.5"
142.5 -30.5 49 "142.5/-30.5"
-0.5 38.5 103 "-0.5/38.5"
-4.5 35.5 168 "-4.5/35.5"
99.5 16.5 138 "99.5/16.5"
29.5 9.5 157 "29.5/9.5"
17.5 -2.5 60 "17.5/-2.5"
-118.5 36.5 37 "-118.5/36.5"
-112.5 34.5 54 "-112.5/34.5"
36.5 -14.5 225 "36.5/-14.5"
35.5 50.5 70 "35.5/50.5"
-95.5 37.5 22 "-95.5/37.5"
116.5 -21.5 272 "116.5/-21.5"
75.5 14.5 212 "75.5/14.5"
84.5 49.5 173 "84.5/49.5"
-56.5 -16.5 186 "-56.5/-16.5"
97.5 35.5 1011 "97.5/35.5"
34.5 65.5 163 "34.5/65.5"
132.5 -21.5 49 "132.5/-21.5"
-111.5 49.5 190 "-111.5/49.5"
-100.5 39.5 141 "-100.5/39.5"
0.5 10.5 257 "0.5/10.5"
42.5 61.5 163 "42.5/61.5"
40.5 -2.5 97 "40.5/-2.5"
12.5 -0.5 46 "12.5/-0.5"
-100.5 47.5 141 "-100.5/47.5"
28.5 -26.5 181 "28.5/-26.5"
-160.5 62.5 7 "-160.5/62.5"
95.5 5.5 1061 "95.5/5.5"
149.5 -33.5 142 "149.5/-33.5"
69.5 48.5 117 "69.5/48.5"
37.5 63.5 163 "37.5/63.5"
61.5 29.5 268 "61.5/29.5"
140.5 40.5 1120 "140.5/40.5"
-150.5 62.5 7 "-150.5/62.5"
31.5 -21.5 227 "31.5/-21.5"
86.5 52.5 174 "86.5/52.5"
-117.5 56.5 50 "-117.5/56.5"
27.5 -26.5 181 "27.5/-26.5"
113.5 29.5 512 "113.5/29.5"
95.5 52.5 274 "95.5/52.5"
129.5 -20.5 49 "129.5/-20.5"
102.5 58.5 274 "102.5/58.5"
-101.5 52.5 190 "-101.5/52.5"
-54.5 -20.5 186 "-54.5/-20.5"
-57.5 4.5 165 "-57.5/4.5"
118.5 48.5 18 "118.5/48.5"
55.5 43.5 248 "55.5/43.5"
66.5 31.5 268 "66.5/31.5"
25.5 54.5 23 "25.5/54.5"
170.5 -44.5 143 "170.5/-44.5"
-144.5 60.5 7 "-144.5/60.5"
-1.5 5.5 257 "-1.5/5.5"
36.5 -16.5 225 "36.5/-16.5"
76.5 26.5 890 "76.5/26.5"
29.5 5.5 157 "29.5/5.5"
99.5 48.5 246 "99.5/48.5"
104.5 52.5 1 "104.5/52.5"
-91.5 30.5 140 "-91.5/30.5"
28.5 -3.5 60 "28.5/-3.5"
25.5 55.5 23 "25.5/55.5"
143.5 50.5 1 "143.5/50.5"
-96.5 34.5 22 "-96.5/34.5"
44.5 37.5 242 "44.5/37.5"
-52.5 -5.5 8 "-52.5/-5.5"
-59.5 5.5 165 "-59.5/5.5"
-42.5 -21.5 214 "-42.5/-21.5"
-84.5 35.5 178 "-84.5/35.5"
48.5 -18.5 134 "48.5/-18.5"
132.5 -15.5 49 "132.5/-15.5"
-55.5 5.5 165 "-55.5/5.5"
-114.5 42.5 56 "-114.5/42.5"
20.5 -2.5 60 "20.5/-2.5"
-113.5 27.5 245 "-113.5/27.5"
24.5 6.5 58 "24.5/6.5"
86.5 44.5 275 "86.5/44.5"
-77.5 -5.5 12 "-77.5/-5.5"
33.5 -12.5 286 "33.5/-12.5"
-0.5 51.5 36 "-0.5/51.5"
27.5 45.5 64 "27.5/45.5"
-6.5 8.5 258 "-6.5/8.5"
85.5 25.5 892 "85.5/25.5"
10.5 53.5 85 "10.5/53.5"
-119.5 44.5 56 "-119.5/44.5"
86.5 48.5 172 "86.5/48.5"
100.5 -0.5 1061 "100.5/-0.5"
-73.5 -5.5 12 "-73.5/-5.5"
22.5 -18.5 280 "22.5/-18.5"
33.5 46.5 70 "33.5/46.5"
99.5 12.5 235 "99.5/12.5"
-95.5 52.5 190 "-95.5/52.5"
22.5 -33.5 222 "22.5/-33.5"
-123.5 44.5 7 "-123.5/44.5"
28.5 -28.5 181 "28.5/-28.5"
99.5 45.5 132 "99.5/45.5"
77.5 49.5 173 "77.5/49.5"
-1.5 14.5 145 "-1.5/14.5"
43.5 6.5 96 "43.5/6.5"
87.5 60.5 274 "87.5/60.5"
-106.5 58.5 50 "-106.5/58.5"
-70.5 0.5 10 "-70.5/0.5"
80.5 9.5 229 "80.5/9.5"
-67.5 -39.5 198 "-67.5/-39.5"
-42.5 -2.5 166 "-42.5/-2.5"
68.5 42.5 230 "68.5/42.5"
40.5 8.5 96 "40.5/8.5"
43.5 33.5 240 "43.5/33.5"
-1.5 48.5 130 "-1.5/48.5"
-63.5 -2.5 8 "-63.5/-2.5"
124.5 47.5 221 "124.5/47.5"
-110.5 50.5 190 "-110.5/50.5"
-88.5 46.5 140 "-88.5/46.5"
-46.5 -8.5 166 "-46.5/-8.5"
13.5 14.5 122 "13.5/14.5"
141.5 -5.5 184 "141.5/-5.5"
-75.5 -9.5 12 "-75.5/-9.5"
96.5 5.5 1061 "96.5/5.5"
76.5 49.5 117 "76.5/49.5"
71.5 23.5 108 "71.5/23.5"
97.5 26.5 235 "97.5/26.5"
11.5 59.5 2152 "11.5/59.5"
-48.5 -9.5 243 "-48.5/-9.5"
13.5 -16.5 41 "13.5/-16.5"
82.5 18.5 91 "82.5/18.5"
1.5 15.5 150 "1.5/15.5"
11.5 12.5 1520 "11.5/12.5"
-68.5 4.5 182 "-68.5/4.5"
-62.5 -29.5 185 "-62.5/-29.5"
-9.5 15.5 218 "-9.5/15.5"
-4.5 58.5 36 "-4.5/58.5"
26.5 42.5 64 "26.5/42.5"
31.5 5.5 157 "31.5/5.5"
135.5 35.5 1120 "135.5/35.5"
110.5 22.5 2880 "110.5/22.5"
-61.5 -22.5 187 "-61.5/-22.5"
-95.5 30.5 273 "-95.5/30.5"
24.5 -5.5 60 "24.5/-5.5"
107.5 36.5 1011 "107.5/36.5"
-53.5 -16.5 243 "-53.5/-16.5"
105.5 50.5 246 "105.5/50.5"
130.5 -13.5 49 "130.5/-13.5"
9.5 7.5 1520 "9.5/7.5"
86.5 58.5 174 "86.5/58.5"
25.5 -30.5 181 "25.5/-30.5"
-64.5 -30.5 213 "-64.5/-30.5"
33.5 7.5 157 "33.5/7.5"
129.5 41.5 164 "129.5/41.5"
111.5 38.5 1010 "111.5/38.5"
-55.5 3.5 165 "-55.5/3.5"
-73.5 42.5 244 "-73.5/42.5"
-104.5 27.5 199 "-104.5/27.5"
87.5 23.5 53 "87.5/23.5"
66.5 58.5 174 "66.5/58.5"
-113.5 39.5 92 "-113.5/39.5"
33.5 51.5 70 "33.5/51.5"
-62.5 1.5 8 "-62.5/1.5"
-76.5 50.5 38 "-76.5/50.5"
-122.5 45.5 56 "-122.5/45.5"
134.5 -12.5 49 "134.5/-12.5"
77.5 16.5 116 "77.5/16.5"
-92.5 38.5 141 "-92.5/38.5"
12.5 5.5 42 "12.5/5.5"
19.5 5.5 58 "19.5/5.5"
-78.5 43.5 94 "-78.5/43.5"
-60.5 -34.5 213 "-60.5/-34.5"
-2.5 9.5 258 "-2.5/9.5"
-93.5 51.5 190 "-93.5/51.5"
-73.5 -15.5 188 "-73.5/-15.5"
-130.5 58.5 50 "-130.5/58.5"
150.5 -33.5 771 "150.5/-33.5"
121.5 45.5 221 "121.5/45.5"
-69.5 4.5 182 "-69.5/4.5"
5.5 13.5 1521 "5.5/13.5"
-65.5 -39.5 238 "-65.5/-39.5"
16.5 68.5 2152 "16.5/68.5"
-98.5 45.5 141 "-98.5/45.5"
69.5 36.5 13 "69.5/36.5"
110.5 27.5 511 "110.5/27.5"
23.5 9.5 58 "23.5/9.5"
-68.5 -7.5 8 "-68.5/-7.5"
-69.5 -1.5 10 "-69.5/-1.5"
-70.5 50.5 38 "-70.5/50.5"
-108.5 45.5 141 "-108.5/45.5"
75.5 53.5 173 "75.5/53.5"
49.5 61.5 163 "49.5/61.5"
141.5 43.5 1121 "141.5/43.5"
115.5 25.5 512 "115.5/25.5"
89.5 24.5 31 "89.5/24.5"
-61.5 -24.5 185 "-61.5/-24.5"
21.5 46.5 64 "21.5/46.5"
117.5 -8.5 1060 "117.5/-8.5"
77.5 52.5 173 "77.5/52.5"
-83.5 37.5 178 "-83.5/37.5"
118.5 32.5 512 "118.5/32.5"
126.5 7.5 189 "126.5/7.5"
-87.5 15.5 48 "-87.5/15.5"
-58.5 -35.5 213 "-58.5/-35.5"
-147.5 64.5 7 "-147.5/64.5"
149.5 -36.5 771 "149.5/-36.5"
-91.5 36.5 140 "-91.5/36.5"
-99.5 46.5 141 "-99.5/46.5"
30.5 -27.5 222 "30.5/-27.5"
43.5 35.5 240 "43.5/35.5"
98.5 54.5 274 "98.5/54.5"
19.5 -17.5 41 "19.5/-17.5"
-71.5 48.5 38 "-71.5/48.5"
43.5 13.5 20001 "43.5/13.5"
-92.5 30.5 140 "-92.5/30.5"
41.5 21.5 20000 "41.5/21.5"
-100.5 45.5 141 "-100.5/45.5"
44.5 -20.5 134 "44.5/-20.5"
-69.5 -7.5 8 "-69.5/-7.5"
-65.5 -33.5 213 "-65.5/-33.5"
98.5 18.5 138 "98.5/18.5"
-58.5 6.5 165 "-58.5/6.5"
48.5 46.5 254 "48.5/46.5"
-102.5 24.5 139 "-102.5/24.5"
118.5 43.5 221 "118.5/43.5"
-49.5 -8.5 243 "-49.5/-8.5"
47.5 39.5 269 "47.5/39.5"
-80.5 38.5 178 "-80.5/38.5"
59.5 35.5 269 "59.5/35.5"
54.5 49.5 248 "54.5/49.5"
49.5 34.5 269 "49.5/34.5"
-70.5 -37.5 198 "-70.5/-37.5"
29.5 -19.5 287 "29.5/-19.5"
85.5 61.5 274 "85.5/61.5"
29.5 6.5 157 "29.5/6.5"
-152.5 63.5 7 "-152.5/63.5"
116.5 -30.5 272 "116.5/-30.5"
70.5 48.5 117 "70.5/48.5"
14.5 -19.5 114 "14.5/-19.5"
116.5 27.5 512 "116.5/27.5"
-52.5 -20.5 186 "-52.5/-20.5"
-65.5 -38.5 198 "-65.5/-38.5"
82.5 59.5 174 "82.5/59.5"
3.5 11.5 144 "3.5/11.5"
41.5 27.5 20000 "41.5/27.5"
64.5 59.5 174 "64.5/59.5"
118.5 41.5 221 "118.5/41.5"
-15.5 15.5 220 "-15.5/15.5"
79.5 47.5 117 "79.5/47.5"
36.5 49.5 28 "36.5/49.5"
-111.5 59.5 50 "-111.5/59.5"
106.5 20.5 202 "106.5/20.5"
15.5 49.5 64 "15.5/49.5"
138.5 -2.5 105 "138.5/-2.5"
10.5 61.5 2152 "10.5/61.5"
16.5 -4.5 60 "16.5/-4.5"
-16.5 13.5 261 "-16.5/13.5"
18.5 51.5 176 "18.5/51.5"
115.5 -21.5 1 "115.5/-21.5"
-56.5 -13.5 8 "-56.5/-13.5"
115.5 -24.5 272 "115.5/-24.5"
-64.5 -4.5 8 "-64.5/-4.5"
68.5 26.5 1091 "68.5/26.5"
52.5 50.5 248 "52.5/50.5"
48.5 63.5 163 "48.5/63.5"
-114.5 57.5 50 "-114.5/57.5"
129.5 35.5 224 "129.5/35.5"
-100.5 21.5 139 "-100.5/21.5"
79.5 17.5 116 "79.5/17.5"
8.5 60.5 2152 "8.5/60.5"
15.5 -14.5 41 "15.5/-14.5"
30.5 38.5 84 "30.5/38.5"
78.5 27.5 891 "78.5/27.5"
-108.5 38.5 54 "-108.5/38.5"
19.5 64.5 2151 "19.5/64.5"
20.5 51.5 176 "20.5/51.5"
-99.5 37.5 22 "-99.5/37.5"
-66.5 -3.5 8 "-66.5/-3.5"
-65.5 44.5 38 "-65.5/44.5"
-45.5 -11.5 214 "-45.5/-11.5"
64.5 43.5 232 "64.5/43.5"
45.5 45.5 26 "45.5/45.5"
-99.5 24.5 139 "-99.5/24.5"
47.5 64.5 163 "47.5/64.5"
-78.5 46.5 93 "-78.5/46.5"
-124.5 52.5 7 "-124.5/52.5"
30.5 13.5 211 "30.5/13.5"
34.5 48.5 70 "34.5/48.5"
-47.5 -8.5 243 "-47.5/-8.5"
101.5 47.5 246 "101.5/47.5"
24.5 -23.5 113 "24.5/-23.5"
70.5 47.5 117 "70.5/47.5"
117.5 24.5 2881 "117.5/24.5"
39.5 0.5 97 "39.5/0.5"
